Tales of Monstrous Madness  Collect the entire "Toki Alley Tales" series.		Yes	Exploration	2.1	5


The Nameless City's Past	The murals within the temple of Gurabad speak of a glorious bygone age...	Complete The Murals of Gurabad by unlocking all the Mysterious Stone Slates.	Yes	Exploration	3.4	5


The Silent, Dreamless Paradise	This is the mausoleum of the Goddess of Flowers. This is the long and dreamless slumber of a god...	Earned during Dune-Entombed Fecundity: Part III.	Yes	Quest	3.4	5


"...For She Shall Surely Requite."	Will the evil-doers and their oracles have known of this day, when the avenger unleashes her righteous fury?	Complete For Her Judgment Reaches to the Skies....	Yes	Quest	3.4	5


La Luna Rossa	Across this vast chessboard, what horrors have been enacted under the light of the blood-red moon?	Complete Chessboard of Safhe Shatranj.	Yes	Exploration	3.4	5


Flat Out	The blind Wenut crash across the desert, and yet even such reckless charges do sometimes yield results...	Break a Weathered Rock with a Wenut attack.	Yes	Exploration	3.4	5


"I Hate 'Em Myself!"	Be attacked by a Wenut for the first time.		Yes	Exploration	3.4	5


Genesis of the Rift	Discover the truth behind the destruction of the Eremite investigative expedition to Gurabad.	Collect six "Pathfinders' Log" pages.	Yes	Exploration	3.4	5


Didn't Even Need a Manual...	Revive Benben to its former state.	Complete Rejoice With Me, for What Was Lost Is Now Found	Yes	Quest	3.4	5


Hunter's Mercy	Let Tadhla the Falcon choose her own fate...	Complete The Fallen Falcon.	Yes	Quest	3.4	5


On a Magic Carpet Ride	This whole new world, this dazzling place I never knew!	Complete the Time Trial Challenge located near the Teleport Waypoint in Ashavan Realm next to the Desert of Hadramaveth.	Yes	Exploration	3.4	5


"Isn't Life Wondrous?"	The Wenut tunnel their palaces windingly, perhaps even intricately, since life always finds a way...	Open five destructible passages in the Wenut Tunnels.	Yes	Exploration	3.4	5


The Ancient Orchard and Spring	The terraced pools that once overflowed with spring water have now been filled with yellow sand...	Complete every Cascade Pool puzzle.	Yes	Exploration	3.4	5


In Her Full Glory...	The fuchsia Padisarahs bloom upon an empty throne, like the eternal smile of their mistress...	Complete Memories of Pairidaeza.	Yes	Exploration	3.4	5


"...Shew the Kingdoms Thy Shame."	Make the damaged chessboard re-emerge amidst the sands.	Earned during The Temple Where Sand Flows Like Tears.	Yes	Quest	3.4	5


From Soil You Are, and to the Sand You Shall Return...	Just like all who dwell in the desert...	Earned during The Temple Where Sand Flows Like Tears.	Yes	Quest	3.4	5


The Perfect Sandstorm	"We're heading straight into meteorological hell."	Glide or walk through a sandstorm in the Desert of Hadramaveth.	Yes	Exploration	3.4	5


The Loveless Tarantula	"I swear I'm gonna boil you down for axle grease!"	Earned during Dune-Entombed Fecundity: Part III.	Yes	Quest	3.4	5


Parvezravan Khwarrah	Bring all the Primal Obelisks in the Desert of Hadramaveth back to life.		Yes	Exploration	3.4	5


A Very Long Engagement	Though destinies may be sundered, the pact lives on in slumber...	Sit on each of the three chairs in The Orchard of Pairidaeza at the same time with 2 teammates in Co-Op Mode.	Yes	Exploration	3.4	5


Where the Light Touches	Reach Vourukasha Oasis.	Complete The Splendorous Sky That Day.	Yes	Quest	3.6	5


Like a Morning Sun Coming Out of Gloomy Mountains	Escort Mihir through her cleansing pilgrimage.	Complete Asipattravana Itihasa.	Yes	Quest	3.6	5


The Tree on the Hill	Bring Rashnu back to the Vourukasha Oasis.	Complete Awakening's Real Sound.	Yes	Quest	3.6	5


Beneath the Fog	Dispel the purple mist permeating Asipattravana Swamp.		Yes	Exploration	3.6	5


Hic Pulso	Retrieve all five Korybantes.	Earned during Awakening's Real Sound	Yes	Quest	3.6	5


Vyakarana of the Birds	Sorush has obtained the Twin-Horned Chaplet with Zurvan as her witness...	Earned during As the Khvarena's Light Shows.	Yes	Quest	3.6	5


Behold My Righteous Strike!	Use the Ruin Cannon to destroy the Golem's core.	Earned during As the Khvarena's Light Shows: Nirodha	Yes	Quest	3.6	5


"...Abandon All Hope, Ye Who Enter Here."	Reach the end of the surface realms.	Locate the Gate of Everlasting Mourning Viewpoint, which becomes available during World Quest As the Khvarena's Light Shows in Series Khvarena of Good and Evil.	Yes	Exploration	3.6	5


Fabricator-General	Activate the large elevator in the underground ruin workshop.	Earned during As the Khvarena's Light Shows	Yes	Quest	3.6	5


Trial of Haft-Vádí	You now wield the power of the Great Songs of Khvarena.	Complete As the Khvarena's Light Shows	Yes	Quest	3.6	5


A Rope Over an Abyss	Complete the Rite of Chinvat and clear a path through the dark hollow.	Complete The Hymn of Tir Yazad (Part 1)	Yes	Quest	3.6	5


The Camel, the Lion, and the Child	Obtain all Spenta Hearts from the tarnished Defiled Chambers.	Earned during The Hymn of Tir Yazad (Part 2)	Yes	Quest	3.6	5


The Day of Tirgan	Upon cleansing the abyss of heaven above, the power of Khvarena and Amrita radiates across the land.	Earned during The Hymn of Tir Yazad (Part 2)	Yes	Quest	3.6	5


A Fascinating Journey	Complete "An Artist Adrift."		Yes	Quest	3.6	5


"This Mystery Is Solved!"	Complete "Monumental Study"		Yes	Quest	3.6	5


Homeward-Bound Spirits	Complete "Pale Fire."		Yes	Quest	3.6	5


The Sea of Fertility	All the ponds in the Vourukasha Oasis are now revitalized.	Complete The Flowing Spring of Life.	Yes	Exploration	3.6	5


The Brave Shall Not Falter	Pass all the trials set by Jarjar.	Complete Lightcall Resonance	Yes	Quest	3.6	5


Bifröst	Complete all the "Soul Bell" challenges.		Yes	Exploration	3.6	5


Seven Dish Dance	Complete all "Percussive Prancing Mushroom" challenges.		Yes	Exploration	3.6	5


Shining in the Mire	Use the power of Khvarena to destroy the Gray Crystals for the first time.	Use a Farrwick to dispel a Gray Crystal.	Yes	Exploration	3.6	5


When the Red Scarf Transforms Into a Bird in Flight...	Make your first flight with Sorush.	Activate the Sorush gadget.	Yes	Exploration	3.6	5


Soaring in the Skies of Sary-Ozek	Keep Sorush in flight for a while.	Keep Sorush in flight for 3 minutes.	Yes	Exploration	3.6	5


Whose Descendant Are You, and What's Your Name?	Call upon the power of Khvarena with Sorush for the first time.	Use the tap or hold skill of the Sorush gadget.	Yes	Exploration	3.6	5


Use the Force, Sorush	Launch Nirodha Fruits with Sorush's help to melt 15 crystals condensed from Amrita.		Yes	Exploration	3.6	5


Angle Eraser	Suppress the Beastly Rift using the power of the crystals.		Yes	Exploration	4.0	5


Core Cooling	Cause the roiling lake to become placid once more.	Complete Room Temperature, Please.	Yes	Exploration	4.0	5


The White Ship	"She's sailing on the sea of dreams..."	Complete The Lone Phantom Sail	Yes	Quest	4.0	5


Truly Mouthwatering!	Help Henri change his fate.	Pick up the Mouthwatering Roast Chicken after completing Still Mouthwatering!	Yes	Exploration	4.0	5


Encyclopedia of Natural Philosophy	Use the glass wall and an indecipherable book to discover the gathering place of an old society.	Access the Narzissenkreuz Ordo	Yes	Quest	4.0	5


A Fontainian Message	Have a friendly chat with Virgil.	Complete A Fontainian Message	Yes	Quest	4.0	5


Nothing but a Hound Dog...	Help Mamere fix Seymour.	Fix Seymour in There Will Come Soft Rains	Yes	Quest	4.0	5


It's Fish, I Added Fish	Taste the wonderful "birthday cake" with the Melusine.	Complete Poissonous Cuisine	Yes	Exploration	4.0	5


Welcome to Fontaine	Complete a cruise on the aquabus.		Yes	Exploration	4.0	5


Sogno di Volare	Complete a flight with the Antoine Roger Aircraft.		Yes	Exploration	4.0	5


Birth of the Modern Clock	Help Puca find a way to "use" the ore.	Complete Strange Stone Chronicle (Part 3)	Yes	Quest	4.0	5


Waterworld Future	Gaze upon the "water" beneath the "surface."		Yes	Exploration	4.0	5


Aesthetics of Ugliness	And thus does Fontaine take two steps further toward beauty.	Complete Good Stuff, but Terrible Taste — Continued	Yes	Quest	4.0	5


Like Tears in the Rain	Find the impostor amidst the Hunter's Rays.	Defeat the Underwater Survey Mek amidst the group of Hunter's Ray	Yes	Exploration	4.0	5


Blubby, Chubby, Creative Evolution	Accompany the small Blubberbeast as it grows big and strong.	Complete The Blubberbeast's Affection.	Yes	Exploration	4.0	5


These Are a Few of My...	...Favorite Things.		Yes	Exploration	4.0	5


An Eye for an Eye	Take care of those annoying Bullet Barnacles!		Yes	Exploration	4.0	5


Do You Believe In Rapture?	Help build a Blubberbeast paradise.	Solve underwater puzzles with the assistance of Xenochromatic Blubberbeast to unlock a Luxurious Chest.	Yes	Exploration	4.0	5


Hardships Experienced...	"To obtain the holy blade that might defeat the demon king, the knight broke into the ancient city, sealed using magic..."	Complete The Story of "the Princess" and "the Adventure Team"	Yes	Quest	4.0	5


And After That...	"The knight defeated the demon king, saving the imprisoned princess. Light has returned to the kingdom..."	Complete Ann's Story	Yes	Quest	4.0	5


A Study in Sable	Find a more... special subject of the Institute of Natural Philosophy's study.		Yes	Exploration	4.0	5


Twenty Thousand Leagues Under the Sea	Go with the flow...		Yes	Exploration	4.0	5


Song of the Ancients	Hear now the melody of ancient eons.	Complete Echoes of the Ancient World.	Yes	Quest	4.0	5


Ninianne of the Lake	Defeat the local legend, Ninianne of the Lake.		Yes	Exploration	4.0	5


Vivianne of the Lake	Defeat the local legend, Vivianne of the Lake.		Yes	Exploration	4.0	5


Fontaine Expects That Everyone Will Do Their Duty	An item, returned to its rightful owner...	Complete The Lone Phantom Sail & Kingdom Through the Looking-Glass	Yes	Exploration	4.0	5


In Search of Frittered Time	Reach Reputation Lv. 10 in Fontaine.		No	Exploration	4.0	20


Ocean Circuit Judge	Defeat the local legend, Ocean Circuit Judge.		Yes	Exploration	4.0	5


Iron Viscount	Defeat the local legend, Iron Viscount.		Yes	Exploration	4.0	5


Dobharcu, Lord of the Hidden	Defeat the local legend, Dobharcu, Lord of the Hidden.		Yes	Exploration	4.0	5


Fading Veteran	Defeat the local legend, Fading Veteran.		Yes	Exploration	4.0	5


Swords of the Gorge	Defeat the local legends, the Swords of the Gorge.		Yes	Exploration	4.0	5


The Fairy Knight Twins	Defeat the local legends, The Fairy Knight Twins.		Yes	Exploration	4.0	5


Consumer Society	Buy as much as you like at the Rag and Bone Shop.	Buy all items at the Rag and Bone Shop.	Yes	Exploration	4.1	5


When the Clock Strikes Midnight	Discover Caterpillar's true identity.	Earned during An Eye for an Eye.	Yes	Quest	4.1	5


Non-Zero-Sum Game	Complete the Coupon Cafeteria satisfaction survey.	Complete Scenes from Life in Meropide: The Art of Negotiation.	Yes	Quest	4.1	5


The Superfluous Man's Account	Listen to Clynes's story.	Complete Scenes from Life in Meropide: Memories.	Yes	Quest	4.1	5


Les Quatre Coups	Complete the "Fruity Order" and Blanche's story.	Complete Villains	Yes	Quest	4.1	5


What Lies at the End of the Rainbow...?	Follow the light to where it ultimately leads.	Complete Treacherous Light of the Depths	Yes	Quest	4.1	5


Come on out, Mystery Ore! Grant my wish!	Gather all seven mysterious yellow-green ores.		Yes	Exploration	4.1	5


Not So Strait Is the Gate	Opened the door to a certain secret study.	Use Arkhium Lumenite to open the door to Bravais' Hidden Study.	No	Exploration	4.1	5


The Remains of the Day	Spent a lot of time cultivating aesthetics.		Yes	Exploration	4.1	5


The Calendar of the Future Is Longer Than the Diary of the Past	We all have a bright future ahead of us...	Read all six Cipher Letters	Yes	Exploration	4.1	5


Break the Time Zone	Pop the Thorny Cyst and purify the waters.		Yes	Exploration	4.1	5


The Forgotten Ream	Help Broglie retrieve and organize all the hydrological monitoring data.	Complete In Search of Lost Time	Yes	Quest	4.1	5


While Motors Sleep...	Discover the secret hidden within "Kuisel's Clockwork Workshop."	Complete Road to the Singularity	Yes	Quest	4.1	5


The Worst! Fontaine's Eight Evil Clockwork Knights!	Obtained the legacy of the "imperfect" clockwork meka.	Use the Energy Concentrating Components to unlock the cell in Kuisel's Clockwork Workshop and open the Luxurious Chest inside.	Yes	Exploration	4.1	5


"Automated Supercomputing Field Generator"	Defeat Local Legend: Automated Supercomputing Field Generator.		Yes	Exploration	4.1	5


Slam-Bang No-Holds Barred Meropide-Style Pankration	Guide Poiret and Genevieve to victory in the recreational Pankration tournament.	Complete Both Brains and Brawn.	Yes	Quest	4.1	5


Undocumented Feature	Trigger the hidden property of the machine when repairing the Initial Skill Sample No. 2.	Complete Fireworks Atop a Meka.	Yes	Exploration	4.1	5


Le Scaphandre et le Pufferfruit	Complete the advanced underwater training.		Yes	Exploration	4.1	5


"Luachra the Brilliant"	Defeat the local legend, Luachra the Brilliant.		Yes	Exploration	4.1	5


Mired in Red Tape	Complete the Fontaine Research Institute's "final review."	Obtained during Fontaine Research Institute, Stagnating in the Rubble	Yes	Quest	4.1	5


Solitary Report	Obtain Chronie's personally printed "special report."		Yes	Exploration	4.1	5


The Red Meanies' Revenge	Removed all the Red Meanies and Mini Meanies from Bravais' Press Works.		Yes	Exploration	4.1	5


"...What New Tide?"	Read all the fashion reading materials.	Interact with all notes in the New Tide Anthology	Yes	Exploration	4.1	5


A Perfect Yesterday	The day that has passed cannot stay...	Read the interactable Fontaine Research Institute of Kinetic Energy Engineering	Yes	Exploration	4.1	5


Thanks For Your Patronage!	Obtained a twice-lucky fortune slip.		Yes	Exploration	4.1	5


The Final Fonta Sea	...a Font of Refreshment!	Use the Full Pankration Fonta Cup 1 time.	Yes	Exploration	4.1	5


The Final Fonta Sea	...a Font of Refreshment!	Use the Full Pankration Fonta Cup 13 times.	Yes	Exploration	4.1	5


The Final Fonta Sea	...a Font of Refreshment!	Use the Full Pankration Fonta Cup 16 times.	Yes	Exploration	4.1	5


"Yseut"	Defeat Local Legend: Yseut.		Yes	Exploration	4.1	5


Tomorrow, and Tomorrow, and Tomorrow	Teach Pahsiv how to say goodbye.	Submit all 6 Foggy Forest Branches to Pahsiv.	Yes	Exploration	4.2	5


Narzissenkreuz Notes: The Labyrinth	"What do you think of this world I have drawn for you?"	Submit all the Enigmatic Pages to the Book of Revealing.	Yes	Exploration	4.2	5


One Involved in the Matter	Learn the secrets of the Narzissenkreuz Ordo and defeat Jakob.	Complete Search in the Algae Sea.	Yes	Quest	4.2	5


An Immortal Emperor in a Mundane Universe	Defeat Narzissenkreuz.	Complete Waking from the Great Dream	Yes	Quest	4.2	5


Farewell, Mr. Eliphas	Defeat Eliphas.		Yes	Exploration	4.2	5


Satisfactory Naval Force	Obtain treasure through a fierce hail of naval cannonry.		Yes	Exploration	4.2	5


Space Force Cadet	Hit every shot!	Complete three Potential Energy Orb puzzles in Morte Region.	Yes	Exploration	4.2	5


The Story Is Over, But...	"The adventure they call life still goes on."	Complete Happy Birthday	Yes	Quest	4.2	5


I Fear'd the Fury of My Wind	...Would Blight All Blossoms Fair and True.		Yes	Exploration	4.2	5


A Predictable Ending	You help the Fontaine Research Institute get back on track...?	Complete An Expected Lie	Yes	Quest	4.2	5


A World Yet to Be Disenchanted	Give Mysterious Xenochromatic Crystals to the helmsman of the "Rusty Rudder" 3 times.		Yes	Exploration	4.2	5


À la volonté du peuple	Obtain the promise of the Rainbow Rose.	Find all chests from the 8 scattered treasure maps around Morte Region.	Yes	Exploration	4.2	5


Crow or Blackbird?	It's a Pelican!	Complete Questions and Answers	Yes	Quest	4.2	5


I Do Believe in Fairies	Help Penny resolve her inner turmoil.	Complete Free Verse	Yes	Quest	4.2	5


In the Language of Flowers, the Lumidouce Bell Means...?	You discover a flower in a corner that no one has paid any mind.	Pick up the Lumidouce Bell left by Talochard after completing Questions and Answers	Yes	Exploration	4.2	5


Hope Is a Nice Word	Witness new life spring forth in a certain ruin.	Go back to the house in "The Real Annapausis" after quests involving the location have ended.	Yes	Exploration	4.2	5


Even Caesar Could Not Buy This From Me	Obtain the greatest artwork in this world.	Pick up A Painting Left For You	Yes	Exploration	4.2	5


Chassanion	Defeat Local Legend: Chassanion.		Yes	Exploration	4.2	5


Mageblade Corrouge	Defeat Local Legend: Mageblade Corrouge		Yes	Exploration	4.2	5


Rocky Avildsen	Defeat Local Legend: Rocky Avildsen.		Yes	Exploration	4.2	5


Liam	Defeat Local Legend: Liam.		Yes	Exploration	4.2	5


Deianeira of Snezhevna	Defeat Local Legend: Deianeira of Snezhevna	Complete World Quest An Expected Lie for Deianeira to appear.	Yes	Exploration	4.2	5


A Human Drama	Witness the story of the Leroy family.	Complete Leroy: Beautiful Friends	Yes	Quest	4.3	5


"Rulers of the Chizhang Mountains"	Defeat Local Legend, Rulers of the Chizhang Mountains.		Yes	Exploration	4.4	5


The Supreme Secret	Find the Guhua treasure.	Complete Shrouded Vale, Hidden Hero	Yes	Quest	4.4	5


True Mastery of Spear and Sword	Complete all the trials in Wangshan Hall.		Yes	Exploration	4.4	5


A Ruined Tale	Solve the mystery left behind by the ancestors.	Repair the Ancient Jade Pendant and reveal the mural at Chizhang Wall.	Yes	Exploration	4.4	5


Good as New	Complete the restoration and reconstruction of six ruined areas.	Complete all Millennia of History challenges.	Yes	Exploration	4.4	5


Break the Benighting	Destroy the seven sources of the miasma.	Clear all seven Strange Phenomenon: Miasma in Chenyu Vale.	Yes	Exploration	4.4	5


To Touch the Face of Heaven	Use adeptal energy to temporarily break free from the earth's shackles.	Complete step 1 in Qiaoying of the Sacred Mountain	Yes	Exploration	4.4	5


A Mere Rock...	...Should nonetheless be placed with care.	Interact with a Carefree Simulacrum.	Yes	Exploration	4.4	5


Tea I Am, Tea in a Cauldron	Help Uncle Luo repair the tea cauldron in Qiaoying Village.	Complete Threefold Expectations	Yes	Quest	4.4	5


When Comes Spring or Autumn?	Behold the ancient tree, returned to life.	Complete Silently the Butterfly Crosses the Valley	Yes	Quest	4.4	5


"What About Sliced Meat Now?"	Find the habitat of the Venerable Jadestone Turtle.	Complete "Feast for a Venerable Turtle"	Yes	Exploration	4.4	5


Long Days in the Realm Within	Fill all the ancient teacups between Chenyu Vale's mountains and rivers.		Yes	Exploration	4.4	5


Cloud-Parting Carpfall	Enter the long-sealed Carp's Rest with Lingyuan.	Complete Chenyu's Blessings of Sunken Jade	Yes	Quest	4.4	5


Five Blades Return to Wangshan	Find all five "lost swords of Guhua."	Complete "Wangshan Swordsman's Inscriptions."	Yes	Exploration	4.4	5


"Wanna Learn? I'll Teach You!"	Defeat a special unofficial Guhua Clan disciple 3 times.	Defeat the Stonehide Lawachurl in the Guhua training location three times.	Yes	Exploration	4.4	5


The Mural Veil	Witness four murals.	Find and clean all four murals in Chenyu Vale.	Yes	Exploration	4.4	5


Breaking Iron and Stone	Help the Millelith investigate the Iron and Salt Gang's illegal trade activities.	Complete The Dealing Sands	Yes	Quest	4.4	5


Chenyu Vale Sights	Obtain a limited-edition "Our Chenyu Vale Trek" commemorative photo album.	Complete Our Chenyu Vale Trek	Yes	Quest	4.4	5


Xiangjun's Dreams	Discover the secret behind the Spiritscent Flower.	Complete The Roaming Abode	Yes	Quest	4.4	5


Swift Acceptance	You've learned quite a bit about raising Sumpter Beasts... But is this really useful?	Complete Chili Con Cloudy	Yes	Quest	4.4	5


Non-Hidden Backup Energy Source	Restart the ruin machine in Chenyu Vale.	Complete "Abducted Merchant in Chenyu Vale"	Yes	Exploration	4.4	5


At the Construction of the Endless Wall	Find the items left behind by the Millelith.		Yes	Exploration	4.4	5


Up the Bishui	Hear of the beauty of the Bishui River from boat-songs.	Take a raft with Bosu or Sun Rao.	Yes	Exploration	4.4	5


The Carp Leaps, Heaven's Gates Open	Witness the Golden Carp leap into the valley.	Guide three Seelie and complete a Golden Carp's Leap puzzle in Chenyu Vale: Southern Mountain.	Yes	Exploration	4.4	5


Spirits Adrift, Alas, in Water	Discover the secret of the Jademouth.	Activate the whirlpool during the quest Floating Jade, Treasure of Chenyu.	Yes	Quest	4.4	5


"Jade, O Jade, Grant Me My Wish..."	Retrieve the final Votive Rainjade.	Complete Floating Jade, Treasure of Chenyu	Yes	Quest	4.4	5


As If Seen From Afar	Ascend to the heavens with the dreams of the past.	Watch Fujin reveal the sacred mountain during An Ancient Sacrifice of Sacred Brocade.	Yes	Exploration	4.4	5


Ancient Shaman-Song	Witness the completion of the Rainjade Rite.	Earned during An Ancient Sacrifice of Sacred Brocade.	Yes	Quest	4.4	5


The Secluded Path	Return to Carp's Rest.	Complete The Cloud-Padded Path to the Chiwang Repose	Yes	Quest	4.4	5


Secret Miracle	Discover the secret of the jade in Mt. Laixin.		Yes	Exploration	4.4	5


Cineas	Defeat Local Legend: Cineas		Yes	Exploration	4.6	5


Vishap Corps Scylla	Use the current that Scylla summons to reach a target point for the first time.		Yes	Exploration	4.6	5


I Ask of Thee, Art Thou Mankind?	Pick up a mysterious grimoire for the first time.		Yes	Exploration	4.6	5


Loved by Books	Use grimoires to activate all the mysterious bookshelves in the Faded Castle.		Yes	Exploration	4.6	5


"The Flying Outlander"	Allow the lost score to once again see the light of day.	Talk to Tailleferre after retrieving the Restored Score.	Yes	Exploration	4.6	5


What Do You Mean, You Hid Them?	Collect the four treasures that Juliano left behind.	Complete Juliano's Legacy	Yes	Exploration	4.6	5


Owner's Duty	Bring Osse some fresh food.		Yes	Exploration	4.6	5


The Tenth Muse	Master the power of the Symphony.	Complete The Shadow Over Petrichor	Yes	Quest	4.6	5


Odyssey on the Wall	Complete the stage performance in the Faded Castle.		Yes	Exploration	4.6	5


"Go Tell the Citizens of the Capital..."	"That here, obedient to our oaths, we lie eternal..."	Complete the trial in Caesareum Palace.	Yes	Exploration	4.6	5


Misteriosa Forma Del Tiempo	Salute the sound of the bell.	Ring the bell in Portus Anticus.	Yes	Exploration	4.6	5


Contra Mundum	The king of vishaps, sealed for millennia, awakens...	Break the three chains during The Last Day of Remuria	Yes	Quest	4.6	5


Omnes Viae Remam Ducunt	Visit the static "Eternal City."	Complete The Last Day of Remuria	Yes	Quest	4.6	5


Latecoming Diadochus	His wish shall be yours to fulfill...	Enter Domus Aurea during Fortune Plango Vulnera	Yes	Quest	4.6	5


Slow Homecoming	Help Giustino return to his hometown.	Complete Latecoming Homecoming.	Yes	Quest	4.6	5


Dance! Dance! Dance!	Watch the Drillbit Dance at the Children of Echoes.		Yes	Exploration	5.0	5


Whisper of the Heart	Watch the improv band's performance at the People of the Springs		Yes	Exploration	5.0	5


No Taking Without Permission!	Return the obsidian idol to the ancestral altar of the Scions of the Canopy.	Complete To the Night, What is the Night's	Yes	Quest	5.0	5


Hidden... Ahead	Complete the trial of the Upper Sanctum, and make the floating islands reveal themselves.	Complete Seeker No Finding	Yes	Quest	5.0	5


Like Floating Silk...	Open the Spiritway leading to the Upper Sanctum.	Complete step 9 of Tracer No Tracing	Yes	Quest	5.0	5


"Whoa! What a Twist!"	Why not just try and completely turn your train of thought around...	Complete The Case of the Crafting Bench	Yes	Quest	5.0	5


Okay, No More Corny Jokes...	It's raining Shadow Pins...	Complete Beneath the Crystal Rock	Yes	Quest	5.0	5


The Legend of the Legendary Heroes	Prove the strength of your bond with your Saurian companion and earn the talisman of the Sage of Stolen Flame.	Complete Rite of the Bold	Yes	Quest	5.0	5


O Red Sea, Part, and Clear a Path!	Complete the trials of the Sage of Stolen Flame together with your Saurian companion, and open a path to the bottom of the lava.	Complete Revelations from the Past	Yes	Quest	5.0	5


The Call of War	Touch the totem of the Chamber of Night's Trial for the first time.		Yes	Exploration	5.0	5


By Battle Be Settled...	Complete the combat challenge of the Chamber of Night's Trial.		Yes	Exploration	5.0	5


Offering to Nothingness	Collect all the Shattered Night Jade and combine it into the sacrificial "Night Jade" offering.		Yes	Exploration	5.0	5


Will This Really Work?	Give the collected Iridescent Inscription Fragments to the researcher Chuno.		Yes	Exploration	5.0	5


Please Stay Your H... Feet	Danger can come out of nowhere.	Make one of the chest-spawning Long-Necked Rhinos stomp.	Yes	Exploration	5.0	5


"Hot! HOT!"	Not a good place for a swim...		Yes	Exploration	5.0	5


Blessings Never Come in Pairs...	But trouble always comes in threes.		Yes	Exploration	5.0	5


Farewell, Friend	Thank you for accompanying us on our journey.	Lose all HP while indwelling a Saurian.	Yes	Exploration	5.0	5


A Final Kindness	Share food with the Yumkasaurus blocking the way again.	Feed Strange Yumkasaurus after completing Lies and Promises	Yes	Quest	5.0	5


A New Hope	Like a sprouting seed...	After the completion of Waiting For Seeds to Sprout, return to the spot where the player planted the seed after one daily reset	Yes	Quest	5.0	5


...And Thanks for All the Fish!	Thank you for your hospitality!	Complete Feeling Like Fish Today!	Yes	Quest	5.0	5


Into the Painting...	Enter the world behind the mural.		Yes	Exploration	5.0	5


Dream Through The Web	Catch messages from the night...	Read all 4 Ancient Chronicle of the Dreamseeker Priest	Yes	Exploration	5.0	5


Righteous Resistance	Anyway, at least the evil machine has been shut down...	Complete Trail of Subjugated Saurians	Yes	Exploration	5.0	5


"For the Fairest"	Help the roots of the Flamegranate Tree absorb enough liquid phlogiston such that the Mountain King Flamegranates ripen.	Complete Ripe For Trouble	Yes	Quest	5.0	5


High-Speed Lifting	Ride a Spiritway for the first time.		Yes	Exploration	5.0	5


Only the Training Grounds Are Left?	Arrive at the ancient, lost trial site...	Unlock the Teleport Waypoint at Firethief's Secret Isle	Yes	Exploration	5.0	5


"Awaken! Night Head!"	...But nothing happened.	Complete To Wish Upon a Star	Yes	Exploration	5.0	5


Retrieve the Scattered, Escaping Colors	Return the Monetoo back to where they belong.		Yes	Exploration	5.0	5


Maybe This is a Good Place to Camp?	Enter a rest area through glowing ruin pillars for the second time...		Yes	Exploration	5.0	5


Six Crowns and Overnight Story	Reach Reputation Lv. 4 with all the tribes of Natlan.		No	Reputation	5.0	20


Only the Night Breeze Can Be Heard	Defeat 4 opponents using Nightsoul-aligned attacks within 5s.		Yes	Exploration	5.0	5


Imperishable Night	Enter the Nightsoul's Blessing state and maintain it for 18s.		Yes	Exploration	5.0	5


Seabird at Noon	Help Pania solve the Flowcurrent Birds problem...	Complete Come Back Home, Flowcurrent Birds	Yes	Exploration	5.0	5


The Light on the Lake	Witness the completion of the People of the Springs' great training arena... Will it actually be of any use...?	Complete Stride on Rainbows, Split the Waves	Yes	Quest	5.0	5


...That Will Pierce the Heavens!	Complete all the Warrior's Challenges of the Children of Echoes with the highest possible grade.		Yes	Exploration	5.0	5


Ring Finger - Dowsing Rope	Complete all the Warrior's Challenges of the Scions of the Canopy with the highest possible grade.		Yes	Exploration	5.0	5


Gekkostate	Complete all the Warrior's Challenges of the People of the Springs with the highest possible grade.		Yes	Exploration	5.0	5


Cool Runnings	Complete all the Warrior's Challenges of the Masters of the Night-Wind with the highest possible grade.		Yes	Exploration	5.2	5


Sprites of Battle...	Complete all the Warrior's Challenges of the Flower-Feather Clan with the highest possible grade.		Yes	Exploration	5.2	5


Cat Food for Prawn Guns	Quickly build a safehouse for the injured Natlan Saurians.	Complete Stones, Coconuts, and Saurian Traffickers	Yes	Quest	5.2	5


Would Fontaine Beasts Eat Natlan Fish?	Rescue the Blubberbeast trapped in the outlaw camp.	Complete Friends of Fire and Water	Yes	Quest	5.2	5


Alert and on Guard!	Expose the scammer's scheme involving the Iktomisaurs.	Complete The Color of Mora	Yes	Exploration	5.2	5


One Way Ride Through Target Town...	Destroy all balloons in the Floating Target Balloons gameplay mode.	Destroy all 36 balloons during the "Floating Target Balloon" Challenge.	Yes	Exploration	5.2	5


